A_Date,A_Time,A_Lat,A_Lon,A_Alt,A_Spd,A_Crs,A_SatUsed,A_HDOP,A_NSatView,B_Date,B_Time,B_Lat,B_Lon,B_Alt,B_Spd,B_Crs,B_SatUsed,B_HDOP,B_NSatView,C_Date,C_Time,C_Lat,C_Lon,C_Alt,C_Spd,C_Crs,C_SatUsed,C_HDOP,C_NSatView,Roll,Pitch,Yaw,Ax,Ay,Az,Gx,Gy,Gz,Timestamp
2025-10-09,16:49:39,24.14931033,120.72180467,133.7,0.074,89.19,10,0.76,14,2025-10-09,16:49:39,24.149344,120.72172183,138.8,0.093,71.63,9,0.96,13,2025-10-09,16:49:39,24.14938367,120.72175483,124.3,0.111,80.56,8,1.16,13,52.06,306.54,226.38,20.18,21.78,19.96,92.68,100.00,91.67,2025-10-09T16:49:44.221104
2025-10-09,16:49:39,24.14931033,120.72180467,133.7,0.074,89.19,10,0.76,14,2025-10-09,16:49:39,24.149344,120.721722,139.0,0.074,71.63,8,0.96,13,2025-10-09,16:49:39,24.14938367,120.72175483,124.3,0.056,80.56,8,1.16,13,111.13,355.75,220.75,17.65,19.59,20.09,81.06,89.94,92.26,2025-10-09T16:49:44.438012
2025-10-09,16:49:39,24.14931,120.72180467,133.7,0.056,89.19,10,0.76,14,2025-10-09,16:49:39,24.149344,120.721722,139.0,0.167,71.63,8,0.96,13,2025-10-09,16:49:39,24.149384,120.72175483,124.2,0.111,80.56,8,1.16,13,120.97,105.44,219.35,17.42,20.53,18.55,79.97,94.27,85.19,2025-10-09T16:49:44.655895
2025-10-09,16:49:39,24.14931033,120.72180483,133.6,0.093,89.19,10,0.98,14,2025-10-09,16:49:39,24.14934417,120.721722,139.1,0.056,71.63,8,0.96,13,2025-10-09,16:49:39,24.149384,120.721755,124.2,0.074,80.56,8,1.16,13,109.72,226.38,203.88,18.31,15.95,21.73,84.08,73.22,99.77,2025-10-09T16:49:44.875828
2025-10-09,16:49:39,24.14931033,120.72180483,133.6,0.093,89.19,10,0.98,14,2025-10-09,16:49:40,24.149344,120.721722,139.2,0.074,71.63,8,0.96,13,2025-10-09,16:49:40,24.14938417,120.721755,124.2,0.111,80.56,8,1.16,13,122.38,314.97,151.85,22.94,18.84,19.11,105.33,86.53,87.77,2025-10-09T16:49:45.095041
2025-10-09,16:49:40,24.14931,120.72180517,133.6,0.111,89.19,10,0.76,14,2025-10-09,16:49:40,24.14934433,120.72172217,139.2,0.111,71.63,8,0.96,13,2025-10-09,16:49:40,24.1493845,120.72175517,124.1,0.019,80.56,8,1.16,13,244.72,78.72,77.33,20.24,20.92,18.16,92.96,96.08,83.37,2025-10-09T16:49:45.307887
2025-10-09,16:49:40,24.14931,120.72180517,133.5,0.093,89.19,10,0.98,14,2025-10-09,16:49:40,24.14934433,120.72172217,139.3,0.111,71.63,8,0.96,13,2025-10-09,16:49:40,24.1493845,120.72175517,124.1,0.019,80.56,8,1.16,13,284.10,212.32,351.55,20.92,18.03,19.54,96.04,82.79,89.74,2025-10-09T16:49:45.519725
2025-10-09,16:49:40,24.14931033,120.72180533,133.4,0.037,89.19,10,0.98,14,2025-10-09,16:49:40,24.149344,120.721722,139.5,0.074,71.63,8,0.96,14,2025-10-09,16:49:40,24.149385,120.72175517,124.0,0.056,80.56,8,1.16,13,316.44,262.94,275.61,14.51,18.66,20.14,66.62,85.69,92.50,2025-10-09T16:49:45.726661
2025-10-09,16:49:40,24.14931033,120.72180533,133.4,0.0,89.19,10,0.98,14,2025-10-09,16:49:40,24.14934367,120.72172167,139.6,0.204,71.63,8,0.96,14,2025-10-09,16:49:40,24.149385,120.72175517,124.0,0.056,80.56,8,1.16,13,341.75,306.54,229.20,18.84,25.96,17.30,86.52,119.21,79.45,2025-10-09T16:49:45.933811
2025-10-09,16:49:41,24.14931067,120.72180533,133.3,0.148,89.19,10,0.98,14,2025-10-09,16:49:41,24.14934367,120.72172167,139.7,0.13,71.63,8,0.96,14,2025-10-09,16:49:41,24.14938533,120.72175533,124.0,0.204,80.56,8,1.16,13,21.13,312.17,134.98,16.69,18.65,17.76,76.65,85.63,81.55,2025-10-09T16:49:46.145267
2025-10-09,16:49:41,24.1493105,120.7218055,133.2,0.204,89.19,10,0.98,14,2025-10-09,16:49:41,24.14934367,120.72172233,139.7,0.444,71.63,8,0.96,14,2025-10-09,16:49:41,24.1493855,120.7217555,123.9,0.259,80.56,7,1.26,13,77.38,170.14,319.20,24.20,24.62,20.11,111.13,113.05,92.35,2025-10-09T16:49:46.360488
2025-10-09,16:49:41,24.14931017,120.7218055,133.4,0.222,89.19,10,0.76,14,2025-10-09,16:49:41,24.14934367,120.72172233,139.8,0.444,71.63,8,0.96,14,2025-10-09,16:49:41,24.14938583,120.721756,123.9,0.593,80.56,7,1.26,13,337.53,331.86,118.10,21.89,18.89,17.48,100.50,86.75,80.26,2025-10-09T16:49:46.581612
2025-10-09,16:49:41,24.14931033,120.72180583,133.3,0.5,89.19,10,0.98,14,2025-10-09,16:49:41,24.14934383,120.72172267,139.8,0.352,71.63,8,0.96,14,2025-10-09,16:49:41,24.14938617,120.72175633,123.8,0.519,80.56,7,1.26,13,258.78,244.68,319.20,18.75,21.61,17.55,86.11,99.22,80.57,2025-10-09T16:49:46.791259
2025-10-09,16:49:41,24.14931117,120.72180633,133.3,0.852,89.19,10,0.98,14,2025-10-09,16:49:41,24.14934367,120.721723,139.8,0.407,71.63,8,0.96,14,2025-10-09,16:49:42,24.14938633,120.721757,123.8,0.907,80.56,9,1.16,13,12.69,8.44,140.60,18.72,19.06,16.63,85.98,87.51,76.34,2025-10-09T16:49:47.002546
2025-10-09,16:49:42,24.14931233,120.72180683,133.1,0.741,89.19,10,0.98,14,2025-10-09,16:49:42,24.1493435,120.72172367,139.9,1.0,71.63,8,0.96,14,2025-10-09,16:49:42,24.1493865,120.7217575,123.7,0.963,80.56,9,1.16,13,170.19,16.89,352.94,21.46,19.04,18.88,98.53,87.43,86.70,2025-10-09T16:49:47.211377
2025-10-09,16:49:42,24.149314,120.72180817,133.1,1.278,80.39,10,0.98,14,2025-10-09,16:49:42,24.14934333,120.72172417,140.0,1.204,71.63,8,0.96,14,2025-10-09,16:49:42,24.14938667,120.7217585,123.7,1.333,83.74,9,1.16,13,215.19,19.70,222.15,22.25,19.71,17.83,102.19,90.52,81.86,2025-10-09T16:49:47.418909
2025-10-09,16:49:42,24.149315,120.72180883,133.0,1.611,66.97,10,0.98,14,2025-10-09,16:49:42,24.14934283,120.72172517,140.0,1.759,71.63,8,0.96,14,2025-10-09,16:49:42,24.14938717,120.72175933,123.7,1.648,75.98,9,1.16,13,209.56,119.55,78.71,18.23,18.60,17.15,83.70,85.41,78.77,2025-10-09T16:49:47.623819
2025-10-09,16:49:42,24.14931533,120.72180967,132.9,1.759,68.43,10,0.76,14,2025-10-09,16:49:42,24.149343,120.72172583,140.0,1.704,71.63,8,0.96,14,2025-10-09,16:49:42,24.14938733,120.72176033,123.7,1.833,78.62,9,1.16,13,167.38,233.46,307.92,18.25,18.71,20.78,83.82,85.89,95.41,2025-10-09T16:49:47.838932
2025-10-09,16:49:43,24.14931567,120.72181067,132.9,1.852,72.51,10,0.76,14,2025-10-09,16:49:43,24.14934267,120.72172617,140.1,1.352,71.63,8,0.96,14,2025-10-09,16:49:43,24.14938767,120.72176133,123.8,1.833,75.94,9,1.16,13,36.60,327.69,213.70,16.60,22.19,17.92,76.20,101.90,82.31,2025-10-09T16:49:48.047829
2025-10-09,16:49:43,24.14931617,120.72181183,132.9,2.352,72.7,10,0.76,14,2025-10-09,16:49:43,24.14934317,120.72172667,140.2,1.333,71.63,8,0.96,14,2025-10-09,16:49:43,24.14938783,120.7217625,123.8,2.13,81.35,9,1.16,13,191.28,226.44,150.42,21.50,18.30,18.16,98.72,84.01,83.41,2025-10-09T16:49:48.254490
2025-10-09,16:49:43,24.14931617,120.72181183,132.9,2.352,72.7,10,0.76,14,2025-10-09,16:49:43,24.1493435,120.721728,140.2,2.13,76.89,8,0.96,14,2025-10-09,16:49:43,24.1493885,120.72176367,123.8,2.315,79.04,9,1.16,13,42.22,83.01,82.92,18.24,18.49,20.16,83.75,84.88,92.56,2025-10-09T16:49:48.459681
2025-10-09,16:49:43,24.1493175,120.721815,132.9,3.352,78.27,10,0.76,14,2025-10-09,16:49:43,24.14934367,120.72172967,140.2,2.982,83.0,8,0.96,14,2025-10-09,16:49:43,24.149389,120.72176567,123.8,3.445,75.52,9,1.16,13,112.53,326.29,50.57,17.28,15.60,17.40,79.35,71.63,79.92,2025-10-09T16:49:48.667753
2025-10-09,16:49:43,24.149318,120.72181733,132.9,4.426,82.82,10,0.76,14,2025-10-09,16:49:43,24.149345,120.72173233,140.1,4.315,79.0,9,0.85,14,2025-10-09,16:49:43,24.1493895,120.72176833,123.8,4.5,76.63,9,1.16,13,194.10,173.01,23.85,17.80,16.86,18.66,81.72,77.40,85.71,2025-10-09T16:49:48.875997
2025-10-09,16:49:43,24.149318,120.72181733,132.9,4.426,82.82,10,0.76,14,2025-10-09,16:49:44,24.14934533,120.72173483,140.1,5.112,79.35,9,0.85,14,2025-10-09,16:49:44,24.14939083,120.72177117,123.8,5.537,69.61,9,1.16,13,271.44,18.32,14.01,20.43,22.46,16.50,93.82,103.15,75.75,2025-10-09T16:49:49.085459
2025-10-09,16:49:44,24.14931833,120.7218205,133.0,5.575,85.1,10,0.76,14,2025-10-09,16:49:44,24.14934567,120.72173833,140.3,6.056,79.88,9,0.85,14,2025-10-09,16:49:44,24.1493915,120.72177483,123.9,6.612,71.09,9,1.16,13,320.66,324.88,21.03,17.40,21.04,21.94,79.90,96.60,100.73,2025-10-09T16:49:49.292738
2025-10-09,16:49:44,24.14932033,120.721828,133.1,7.464,81.55,10,0.76,14,2025-10-09,16:49:44,24.1493455,120.72174217,140.5,7.204,84.67,9,0.85,14,2025-10-09,16:49:44,24.14939233,120.721779,123.9,7.556,74.08,9,1.16,13,357.22,277.07,26.66,17.27,23.00,16.98,79.30,105.63,77.97,2025-10-09T16:49:49.502050
2025-10-09,16:49:44,24.1493215,120.7218325,133.1,8.297,80.37,10,0.76,14,2025-10-09,16:49:44,24.14934633,120.72174617,140.5,7.408,84.9,9,0.85,14,2025-10-09,16:49:44,24.149393,120.72178367,124.0,8.278,76.09,9,1.16,13,75.97,232.08,19.63,14.51,16.70,14.46,66.63,76.71,66.42,2025-10-09T16:49:49.709545
2025-10-09,16:49:44,24.149323,120.72183717,133.1,8.797,78.63,10,0.76,14,2025-10-09,16:49:44,24.14934717,120.72174983,140.6,7.223,82.22,9,0.85,14,2025-10-09,16:49:44,24.14939333,120.72178867,124.0,9.038,78.62,9,1.16,13,70.35,189.89,18.22,19.30,22.13,21.79,88.63,101.63,100.05,2025-10-09T16:49:49.919030
2025-10-09,16:49:45,24.14932433,120.721842,133.1,9.075,77.99,10,0.76,14,2025-10-09,16:49:45,24.14934817,120.721755,140.7,8.649,81.42,9,0.85,14,2025-10-09,16:49:45,24.14939417,120.72179383,124.1,9.39,78.85,9,1.01,13,33.78,165.98,23.85,21.44,19.20,20.66,98.45,88.17,94.89,2025-10-09T16:49:50.131698
2025-10-09,16:49:45,24.149325,120.72184783,133.2,10.353,79.79,10,0.76,14,2025-10-09,16:49:45,24.14935117,120.72176517,140.8,9.519,78.74,9,0.85,14,2025-10-09,16:49:45,24.149395,120.72180583,124.2,11.075,80.63,9,1.01,13,71.75,130.83,5.56,19.88,21.28,19.55,91.28,97.73,89.79,2025-10-09T16:49:50.547944
2025-10-09,16:49:45,24.149326,120.7218535,133.2,10.556,80.46,10,0.76,14,2025-10-09,16:49:45,24.14935117,120.72176517,140.8,9.519,78.74,9,0.85,14,2025-10-09,16:49:45,24.14939517,120.72181233,124.3,11.612,81.74,9,1.01,13,140.66,38.01,348.69,19.91,16.05,21.27,91.42,73.69,97.66,2025-10-09T16:49:50.770311
2025-10-09,16:49:45,24.14932783,120.7218665,133.3,12.057,82.21,10,0.76,14,2025-10-09,16:49:45,24.14935367,120.72177683,140.8,10.797,78.61,9,0.85,14,2025-10-09,16:49:45,24.1493965,120.721819,124.3,12.149,79.57,9,1.01,13,202.53,38.01,330.41,18.32,20.59,18.99,84.10,94.53,87.20,2025-10-09T16:49:50.981137
2025-10-09,16:49:45,24.14932783,120.7218665,133.4,12.057,82.21,10,0.76,14,2025-10-09,16:49:46,24.14935467,120.7217835,140.9,11.76,79.37,9,0.85,14,2025-10-09,16:49:46,24.14939733,120.721826,124.3,12.705,79.56,9,1.01,13,208.16,338.95,321.97,22.38,23.23,20.79,102.76,106.65,95.48,2025-10-09T16:49:51.185555
2025-10-09,16:49:46,24.14932867,120.72187333,133.4,12.649,82.8,10,0.76,14,2025-10-09,16:49:46,24.1493555,120.72179033,141.0,12.353,80.96,9,0.85,14,2025-10-09,16:49:46,24.149398,120.72183333,124.3,13.334,80.67,9,1.01,13,208.16,341.76,320.56,15.89,18.56,23.43,72.95,85.24,107.59,2025-10-09T16:49:51.392348
2025-10-09,16:49:46,24.14932933,120.72188033,133.5,12.927,83.77,10,0.76,14,2025-10-09,16:49:46,24.14935633,120.721797,141.1,12.408,82.26,9,0.85,14,2025-10-09,16:49:46,24.14939783,120.72184117,124.6,13.871,83.32,9,1.01,13,181.44,19.73,327.60,23.38,16.98,16.81,107.34,77.96,77.20,2025-10-09T16:49:51.596730
2025-10-09,16:49:46,24.149331,120.72189567,133.5,14.131,82.61,10,0.76,14,2025-10-09,16:49:46,24.14935733,120.72180417,141.1,12.945,83.01,9,0.85,14,2025-10-09,16:49:46,24.14939833,120.72184917,124.7,14.446,83.58,9,1.01,13,80.19,39.42,355.72,22.85,17.35,24.72,104.94,79.65,113.53,2025-10-09T16:49:51.800245
2025-10-09,16:49:46,24.149331,120.72189567,133.6,14.131,82.61,10,0.98,14,2025-10-09,16:49:46,24.1493585,120.72181267,141.5,14.075,83.51,9,0.85,14,2025-10-09,16:49:46,24.14939933,120.72185717,124.8,14.668,82.85,9,1.01,13,267.22,129.41,35.10,19.81,20.22,18.03,90.94,92.85,82.79,2025-10-09T16:49:52.005536
2025-10-09,16:49:46,24.149331,120.72190383,133.5,14.446,82.61,10,0.98,14,2025-10-09,16:49:47,24.14935967,120.72182133,141.5,14.946,82.99,9,0.85,14,2025-10-09,16:49:47,24.1494005,120.72186567,124.8,15.39,81.38,9,1.01,13,75.97,212.38,84.31,20.00,18.35,20.42,91.82,84.27,93.76,2025-10-09T16:49:52.207147
2025-10-09,16:49:47,24.1493305,120.7219125,133.5,14.983,83.16,10,0.98,14,2025-10-09,16:49:47,24.14936033,120.72183067,141.4,15.723,82.98,9,0.85,14,2025-10-09,16:49:47,24.14940117,120.72187433,124.9,15.686,81.22,9,1.01,13,247.53,1.44,133.54,23.29,17.84,17.35,106.95,81.90,79.67,2025-10-09T16:49:52.410995
2025-10-09,16:49:47,24.14933017,120.7219215,133.5,15.538,83.12,10,0.98,14,2025-10-09,16:49:47,24.14936083,120.721839,141.4,15.112,83.3,9,0.85,14,2025-10-09,16:49:47,24.14940267,120.72188317,124.9,15.964,80.01,9,1.09,13,333.31,160.34,198.23,21.52,19.84,18.90,98.81,91.11,86.78,2025-10-09T16:49:52.614602
2025-10-09,16:49:47,24.14933017,120.72193983,133.5,16.446,83.03,10,0.98,14,2025-10-09,16:49:47,24.14936083,120.721839,141.4,15.112,83.3,9,0.85,14,2025-10-09,16:49:47,24.14940333,120.72189233,125.0,16.594,80.67,9,1.01,13,63.31,324.87,262.91,18.56,20.15,20.87,85.24,92.54,95.82,2025-10-09T16:49:52.818653
2025-10-09,16:49:47,24.14933017,120.7219495,133.4,16.89,83.41,10,0.98,14,2025-10-09,16:49:47,24.14936117,120.72184767,141.3,15.057,83.91,9,0.85,14,2025-10-09,16:49:47,24.14940367,120.721902,125.1,17.131,81.82,9,1.01,13,268.63,77.37,296.67,24.29,20.80,24.33,111.54,95.52,111.74,2025-10-09T16:49:53.022839
2025-10-09,16:49:48,24.14933033,120.721959,133.4,17.094,83.36,10,0.98,14,2025-10-09,16:49:48,24.14936117,120.7218665,141.3,16.427,85.29,9,0.85,14,2025-10-09,16:49:48,24.14940583,120.72191133,125.2,17.409,80.03,9,1.01,13,248.94,315.02,19.64,18.99,19.68,23.45,87.18,90.36,107.66,2025-10-09T16:49:53.226425
2025-10-09,16:49:48,24.14933083,120.721969,133.4,17.761,83.29,10,0.98,14,2025-10-09,16:49:48,24.1493615,120.721876,141.2,16.427,84.86,9,1.03,14,2025-10-09,16:49:48,24.14940767,120.72192067,125.2,17.353,78.7,9,1.01,13,21.13,108.30,64.64,18.06,19.99,19.71,82.94,91.81,90.52,2025-10-09T16:49:53.431209
2025-10-09,16:49:48,24.14933083,120.721969,133.4,17.761,83.29,10,0.98,14,2025-10-09,16:49:48,24.1493615,120.721876,141.0,16.427,84.86,9,1.03,14,2025-10-09,16:49:48,24.14940917,120.7219305,125.2,17.89,78.53,9,1.01,13,147.69,247.51,108.24,23.52,20.45,17.48,107.99,93.89,80.28,2025-10-09T16:49:53.635380
2025-10-09,16:49:48,24.149332,120.72197883,133.4,18.094,82.07,10,0.76,14,2025-10-09,16:49:48,24.14936183,120.72188583,140.9,17.168,83.64,9,1.03,14,2025-10-09,16:49:48,24.14941033,120.72194067,125.3,18.65,78.63,9,1.01,13,50.66,320.64,125.11,24.71,19.77,17.89,113.46,90.77,82.15,2025-10-09T16:49:53.839995
2025-10-09,16:49:48,24.14933367,120.721989,133.4,18.39,81.09,10,0.76,14,2025-10-09,16:49:48,24.14936183,120.721905,140.9,17.742,80.85,9,1.03,14,2025-10-09,16:49:48,24.14941167,120.72195117,125.4,18.89,79.34,9,1.01,13,28.16,343.14,129.33,11.42,20.96,15.77,52.45,96.26,72.42,2025-10-09T16:49:54.046545
2025-10-09,16:49:48,24.14933517,120.72199917,133.5,19.039,79.45,10,0.76,14,2025-10-09,16:49:48,24.14936183,120.721905,140.7,17.742,80.85,9,1.03,14,2025-10-09,16:49:49,24.149414,120.7219615,125.4,19.372,78.45,9,1.01,13,7.06,348.76,133.55,24.35,20.90,15.44,111.83,95.99,70.90,2025-10-09T16:49:54.258698
2025-10-09,16:49:49,24.14933583,120.7220095,133.7,19.39,80.05,10,0.76,14,2025-10-09,16:49:49,24.149362,120.72191533,140.7,18.427,81.53,9,1.03,14,2025-10-09,16:49:49,24.14941633,120.721972,125.5,19.576,78.24,9,1.01,13,344.56,9.85,137.77,19.88,29.02,20.30,91.26,133.25,93.22,2025-10-09T16:49:54.470675
2025-10-09,16:49:49,24.14933583,120.72203,134.1,19.631,82.36,10,0.76,14,2025-10-09,16:49:49,24.14936267,120.72193617,140.7,19.372,82.0,9,1.03,14,2025-10-09,16:49:49,24.14941933,120.72198217,125.4,19.687,76.81,9,1.01,13,293.94,45.01,147.62,16.98,21.39,25.34,77.96,98.21,116.36,2025-10-09T16:49:54.675774
2025-10-09,16:49:49,24.14933617,120.72204067,134.4,19.779,83.33,10,0.76,14,2025-10-09,16:49:49,24.14936333,120.7219475,140.7,20.187,82.15,9,1.03,14,2025-10-09,16:49:49,24.1494215,120.72199283,125.5,20.039,76.95,9,1.01,13,251.75,61.88,154.65,15.32,19.82,17.24,70.35,90.99,79.17,2025-10-09T16:49:54.880888
2025-10-09,16:49:49,24.14933767,120.72205117,134.6,19.761,82.66,10,0.76,14,2025-10-09,16:49:49,24.14936383,120.72195783,140.6,19.742,82.2,9,1.03,14,2025-10-09,16:49:49,24.14942333,120.72200367,125.5,19.872,77.72,9,1.01,13,161.75,123.76,168.71,15.55,22.42,21.09,71.40,102.93,96.85,2025-10-09T16:49:55.084978
2025-10-09,16:49:50,24.14933833,120.72206183,134.6,20.057,82.78,10,0.76,14,2025-10-09,16:49:50,24.14936433,120.7219685,140.6,20.039,82.41,9,1.03,14,2025-10-09,16:49:50,24.149425,120.72201433,125.5,20.113,78.73,9,1.01,13,108.31,164.54,177.15,20.53,16.17,16.08,94.25,74.24,73.82,2025-10-09T16:49:55.291769
2025-10-09,16:49:50,24.1493405,120.72207233,134.7,20.113,82.48,10,0.76,14,2025-10-09,16:49:50,24.14936483,120.721979,140.5,20.039,82.19,9,1.03,14,2025-10-09,16:49:50,24.14942667,120.722025,125.5,20.057,80.41,9,1.01,13,87.22,182.82,181.37,24.97,19.82,10.38,114.64,90.99,47.67,2025-10-09T16:49:55.496663
2025-10-09,16:49:50,24.1493405,120.72207233,134.6,20.113,82.48,10,0.98,14,2025-10-09,16:49:50,24.149365,120.72198933,140.5,20.224,82.16,9,1.03,14,2025-10-09,16:49:50,24.149428,120.722036,125.4,20.483,81.75,9,1.01,13,38.00,208.13,189.81,21.69,11.87,17.56,99.60,54.50,80.65,2025-10-09T16:49:55.700241
2025-10-09,16:49:50,24.14934267,120.722083,134.4,20.242,83.28,10,0.98,14,2025-10-09,16:49:50,24.149365,120.72198933,140.5,20.224,82.16,9,1.03,14,2025-10-09,16:49:50,24.14942917,120.72204733,125.4,20.816,83.31,9,1.01,13,2.85,233.44,195.43,20.75,17.12,12.26,95.27,78.63,56.31,2025-10-09T16:49:55.905306
2025-10-09,16:49:50,24.14934467,120.72209367,134.4,20.539,82.68,10,0.98,14,2025-10-09,16:49:50,24.14936617,120.72201033,140.5,20.687,82.12,9,1.03,14,2025-10-09,16:49:50,24.149431,120.72205867,125.4,21.076,83.11,9,1.01,13,289.72,279.84,206.68,20.30,18.12,20.64,93.22,83.19,94.76,2025-10-09T16:49:56.107956
2025-10-09,16:49:50,24.14934683,120.72210467,134.2,20.854,82.49,10,0.98,14,2025-10-09,16:49:51,24.14936683,120.72202133,140.5,21.242,82.45,9,1.03,14,2025-10-09,16:49:51,24.1494325,120.72207,125.3,21.409,83.36,9,1.01,13,225.03,329.06,217.93,20.89,18.30,19.07,95.91,84.03,87.59,2025-10-09T16:49:56.311967
2025-10-09,16:49:51,24.149349,120.72211583,134.1,21.224,82.46,9,0.98,14,2025-10-09,16:49:51,24.149368,120.7220325,140.4,21.483,82.27,9,1.03,14,2025-10-09,16:49:51,24.14943417,120.72208167,125.3,21.798,83.45,9,1.01,13,185.66,347.34,222.15,20.95,17.27,23.07,96.19,79.29,105.93,2025-10-09T16:49:56.516982
2025-10-09,16:49:51,24.1493515,120.72212683,133.9,21.335,82.21,9,0.98,14,2025-10-09,16:49:51,24.1493685,120.72204333,140.3,21.539,82.12,9,1.03,14,2025-10-09,16:49:51,24.14943633,120.72209333,125.3,22.094,82.89,9,1.01,13,163.16,7.03,226.37,14.55,14.36,28.44,66.83,65.93,130.60,2025-10-09T16:49:56.720968
2025-10-09,16:49:51,24.14935367,120.72213833,133.8,21.872,82.49,9,0.98,14,2025-10-09,16:49:51,24.1493695,120.722055,140.3,22.057,81.74,9,1.03,14,2025-10-09,16:49:51,24.14943867,120.72210517,125.3,22.205,81.74,9,1.01,13,135.03,40.78,230.59,15.91,23.57,15.67,73.04,108.23,71.95,2025-10-09T16:49:56.924393
2025-10-09,16:49:51,24.14935617,120.72215,133.6,22.002,82.55,9,0.98,14,2025-10-09,16:49:51,24.1493705,120.72206667,140.2,22.261,82.1,9,1.03,14,2025-10-09,16:49:51,24.14944067,120.72211717,125.3,22.613,81.93,9,1.01,13,97.06,63.28,236.22,20.18,24.87,19.71,92.67,114.18,90.52,2025-10-09T16:49:57.127454
2025-10-09,16:49:52,24.14936,120.72217383,133.6,22.724,82.44,9,0.98,14,2025-10-09,16:49:52,24.14937167,120.72207833,140.2,22.28,81.82,9,1.03,14,2025-10-09,16:49:52,24.14944217,120.7221295,125.3,22.724,82.28,9,1.01,13,59.10,80.16,241.84,18.76,22.22,18.83,86.13,102.04,86.48,2025-10-09T16:49:57.331380
2025-10-09,16:49:52,24.14936,120.72217383,133.5,22.724,82.44,9,0.98,14,2025-10-09,16:49:52,24.1493725,120.72209067,139.9,22.78,82.48,9,1.03,14,2025-10-09,16:49:52,24.149444,120.72214183,125.3,23.094,82.51,9,1.01,13,39.41,90.00,246.06,11.32,23.33,7.89,51.98,107.15,36.21,2025-10-09T16:49:57.535286
2025-10-09,16:49:52,24.149362,120.72218583,133.4,22.706,82.23,9,0.98,14,2025-10-09,16:49:52,24.14937317,120.7221025,139.9,22.52,82.73,9,1.03,14,2025-10-09,16:49:52,24.14944617,120.722154,125.4,23.131,81.97,9,1.01,13,7.06,115.31,250.28,19.06,18.23,16.80,87.53,83.72,77.17,2025-10-09T16:49:57.738505
2025-10-09,16:49:52,24.14936383,120.72219783,133.4,23.187,82.36,9,0.98,14,2025-10-09,16:49:52,24.14937433,120.7221145,139.8,22.891,82.17,9,1.03,14,2025-10-09,16:49:52,24.14944833,120.7221665,125.3,23.483,82.15,9,1.01,13,331.91,147.65,255.90,17.32,16.97,24.26,79.54,77.90,111.39,2025-10-09T16:49:57.942611
2025-10-09,16:49:52,24.14936617,120.72221033,133.3,23.594,82.1,9,0.98,14,2025-10-09,16:49:52,24.14937533,120.722127,139.7,23.594,82.53,9,1.03,14,2025-10-09,16:49:52,24.14945083,120.72217917,125.3,23.78,81.8,9,1.01,13,306.60,161.71,260.12,15.99,15.50,18.40,73.41,71.15,84.50,2025-10-09T16:49:58.146499
2025-10-09,16:49:53,24.14937017,120.72223533,133.3,23.891,82.65,9,0.98,14,2025-10-09,16:49:53,24.149376,120.72213933,139.7,23.372,83.23,9,1.03,14,2025-10-09,16:49:53,24.14945367,120.72219183,125.3,24.095,80.49,9,1.01,13,291.13,179.99,261.53,15.72,17.62,19.34,72.16,80.93,88.83,2025-10-09T16:49:58.350231
2025-10-09,16:49:53,24.14937233,120.722248,133.1,23.965,82.35,9,0.98,14,2025-10-09,16:49:53,24.149377,120.722152,139.6,23.632,82.45,9,1.03,14,2025-10-09,16:49:53,24.14945617,120.7222045,125.4,24.169,79.72,9,1.01,13,278.47,187.03,264.34,13.02,14.19,15.75,59.80,65.17,72.30,2025-10-09T16:49:58.555327
2025-10-09,16:49:53,24.1493745,120.72226067,133.0,23.854,82.39,9,0.98,14,2025-10-09,16:49:53,24.14937783,120.72216517,139.6,23.983,82.97,9,1.03,14,2025-10-09,16:49:53,24.149458,120.72221717,125.4,23.965,80.76,9,1.01,13,247.53,202.49,269.97,17.40,16.63,20.84,79.91,76.37,95.72,2025-10-09T16:49:58.761969
2025-10-09,16:49:53,24.14937667,120.72227333,132.8,24.002,82.76,9,0.98,14,2025-10-09,16:49:53,24.149379,120.72217817,139.3,24.113,82.59,9,1.03,14,2025-10-09,16:49:53,24.1494595,120.72223,125.4,23.928,82.05,9,1.01,13,222.22,212.34,274.19,17.82,20.25,20.03,81.83,92.96,91.97,2025-10-09T16:49:58.969544
2025-10-09,16:49:53,24.14937833,120.72228583,132.6,23.761,83.3,9,0.98,14,2025-10-09,16:49:53,24.14938033,120.72219067,139.3,23.632,82.91,9,1.03,14,2025-10-09,16:49:53,24.1494615,120.72224267,125.4,23.891,82.1,9,1.01,13,216.60,226.40,275.59,13.72,23.03,23.42,63.01,105.73,107.52,2025-10-09T16:49:59.172598
2025-10-09,16:49:53,24.14937833,120.72228583,132.5,23.761,83.3,9,0.98,14,2025-10-09,16:49:54,24.14938117,120.72220333,139.2,23.52,82.41,8,1.03,14,2025-10-09,16:49:54,24.149463,120.72225533,125.4,23.78,82.81,9,1.01,13,205.35,240.46,278.40,19.14,22.49,19.81,87.88,103.28,90.96,2025-10-09T16:49:59.376702
2025-10-09,16:49:54,24.149382,120.722311,132.5,23.391,83.32,9,0.98,14,2025-10-09,16:49:54,24.14938217,120.72221633,139.2,23.706,82.55,8,1.03,14,2025-10-09,16:49:54,24.14946517,120.72226767,125.5,23.335,82.59,9,1.01,13,198.31,247.49,279.81,17.31,15.98,18.55,79.49,73.37,85.19,2025-10-09T16:49:59.581486
